Tipo,Subtipo,Descripcion,Descripcion_Limpia
Equipo,Equipo,INTERFASE (LIQ-ES),"['interfase', 'liqes']"
Equipo,Equipo,TECLADO PARA COMPUTADORA (IQ-CUB31),"['teclado', 'computadora', 'iqcub']"
Equipo,Equipo,ESCANER PARA COMPUTADORA DE MESA DIGITAL(IQ-CUB19),"['escaner', 'computadora', 'mesa', 'digitaliqcub']"
Mobiliario,Mobiliario,SILLA ACERO VINIL  (LIQ-DE),"['silla', 'acero', 'vinil', 'liqde']"
Equipo,Equipo,REGULADOR SERIE 212,"['regulador', 'serie']"
Mobiliario,Mobiliario,GUILLOTINA MARCA BOSTON,"['guillotina', 'marca', 'boston']"
Equipo,Equipo,FIBRA ÓPTICA,"['fibra', 'ptica']"
Equipo,Equipo,APARATO DE DESTILACIÓN DE 500 ML.,"['aparato', 'destilacin', 'ml']"
Mobiliario,Mobiliario,Mesa,['mesa']
Equipo,Equipo,TECLADO 104 TECLAS ESPAÑOL,"['teclado', 'teclas', 'espaol']"
Equipo,Equipo,MARCA: HEATHKIT MODELO: IG-72 SERIE: 941-36754,"['marca', 'heathkit', 'modelo', 'ig', 'serie']"
Equipo,Equipo,MONITOR SAMSUNG MICRO  1.6,"['monitor', 'samsung', 'micro']"
Equipo,Equipo,"DISCO DURO SATA HITACHI  7200 RPM, 160GBS:52290082-CDDU7PSD","['disco', 'duro', 'sata', 'hitachi', 'rpm', 'gbscddupsd']"
Mobiliario,Mobiliario,SILLA DE PLASTICO AMARILLA CON RUEDAS,"['silla', 'plastico', 'amarilla', 'ruedas']"
Equipo,Equipo,PLACA DE CALENTAMIENTO THERMOLYNE TIPE 1900,"['placa', 'calentamiento', 'thermolyne', 'tipe']"
Equipo,Equipo,MONITOR DTS MODELO: CM-15J SERIE: D00669800192-3-,"['monitor', 'dts', 'modelo', 'cmj', 'serie', 'd']"
Equipo,Equipo,CISCO SYSTEMS WS-C2980G 80 PUERTOS SERIE: 3892C150,"['cisco', 'systems', 'wscg', 'puertos', 'serie', 'c']"
Mobiliario,Mobiliario,MUFLA MARCA: BARNSTEAD MODELO:FD1542M NO SERIE:170050886695,"['mufla', 'marca', 'barnstead', 'modelofdm', 'serie']"
Equipo,Equipo,FOTOCOPIADORA POR CLAVES,"['fotocopiadora', 'claves']"
Equipo,Equipo,Martillo de bola chica,"['martillo', 'bola', 'chica']"
Equipo,Equipo,MONITOR DIGITAL  COLOR XGA,"['monitor', 'digital', 'color', 'xga']"
Equipo,Equipo,BALANZA DE DETERMINACION DE HUMEDAD,"['balanza', 'determinacion', 'humedad']"
Mobiliario,Mobiliario,MESA PARA COMPUTADORA BEIGE DE 1.2 X .7 X .7 M,"['mesa', 'computadora', 'beige', 'm']"
Equipo,Equipo,PUENTE DE IMPEDANCIA,"['puente', 'impedancia']"
Equipo,Equipo,PIROMETRO COD. L447093,"['pirometro', 'cod', 'l']"
Equipo,Equipo,CONTROLADOR LOGICO PROGRAMABLE,"['controlador', 'logico', 'programable']"
Equipo,Equipo,TERMOBAÑO REFRIGERANTE,"['termobao', 'refrigerante']"
Equipo,Equipo,Bomba de recirculación con termostato,"['bomba', 'recirculacin', 'termostato']"
Equipo,Equipo,FIBER QUALITY ANALIZER,"['fiber', 'quality', 'analizer']"
Mobiliario,Mobiliario,"SILLA GIRATORIA,FIBRA DE VIDRIO","['silla', 'giratoriafibra', 'vidrio']"
Equipo,Equipo,CONVERTIDOR DE VOLTAJE CA/CD,"['convertidor', 'voltaje', 'cacd']"
Mobiliario,Mobiliario,ESCRITORIO CAFÉ DE 1.2 X 0.6,"['escritorio', 'caf']"
Equipo,Equipo,MESA 62 X 182,['mesa']
Equipo,Equipo,FRESADORA GRIS,"['fresadora', 'gris']"
Equipo,Equipo,CONSOLA (NIDA),"['consola', 'nida']"
Equipo,Equipo,CAFETERA ELÉCTRICA,"['cafetera', 'elctrica']"
Equipo,Equipo,CALENTADOR,['calentador']
Equipo,Equipo,MEDIDOR DE RESISTENCIA AL DOBLEZ,"['medidor', 'resistencia', 'doblez']"
Equipo,Equipo,BALANZA ANALÍTICA 400g,"['balanza', 'analtica', 'g']"
Mobiliario,Mobiliario,Lockes 2 compartimentos,"['lockes', 'compartimentos']"
Mobiliario,Mobiliario,LIBRERO S/CRED  C/ENTRPAÑOS 1.20X.3X1.1 ARCE MED,"['librero', 'scred', 'centrpaos', 'xx', 'arce', 'med']"
Mobiliario,Mobiliario,MESA  80.5 X 180.5 CMS.,"['mesa', 'cms']"
Equipo,Equipo,EQUIPO DE AIRE ACONDICIOADO,"['equipo', 'aire', 'acondicioado']"
Equipo,Equipo,Juego de números de golpe,"['juego', 'nmeros', 'golpe']"
Equipo,Equipo,IBM MODELO: M-SAU-IBM6 SERIE: 23-243046-PC5-,"['ibm', 'modelo', 'msauibm', 'serie', 'pc']"
Equipo,Equipo,20 MHZ. OSCILOSCOPIO BAJA (714054) NO SIRVE,"['mhz', 'osciloscopio', 'baja', 'sirve']"
Equipo,Equipo,20 MHZ. MARCA: SERCOM MODELO: 502 SERIE: 714046,"['mhz', 'marca', 'sercom', 'modelo', 'serie']"
Mobiliario,Mobiliario,LIBRERO DE 2 REPISAS (NO EXISTE),"['librero', 'repisas', 'existe']"
Mobiliario,Mobiliario,Silla de metal negra,"['silla', 'metal', 'negra']"
Equipo,Equipo,"COMPUTADORA ARMADA COMPLETA C/,OMITOR DE 17""","['computadora', 'armada', 'completa', 'comitor']"
Equipo,Equipo,Headspace,['headspace']
Equipo,Equipo,Afiladora,['afiladora']
Equipo,Equipo,100 MHZ. MARCA: KENWOOD MODELO: CS-5170 SERIE: 70094,"['mhz', 'marca', 'kenwood', 'modelo', 'cs', 'serie']"
Equipo,Equipo,20 MHZ. MARCA: BECKMAN INDUSTRIAL MODELO: 9022 SERIE: 906301735,"['mhz', 'marca', 'beckman', 'industrial', 'modelo', 'serie']"
Equipo,Equipo,1 MHZ. MARCA: LEADER MODELO: LFG-1300S SERIE: 1947110  BAJA,"['mhz', 'marca', 'leader', 'modelo', 'lfgs', 'serie', 'baja']"
Equipo,Equipo,CONTROLADOR DE HUMEDAD,"['controlador', 'humedad']"
Equipo,Equipo,PLATO CALIENTE CON AGITADOR VORNING,"['plato', 'caliente', 'agitador', 'vorning']"
Equipo,Equipo,FORMADOR DE HOJAS CUADRADAS,"['formador', 'hojas', 'cuadradas']"
Mobiliario,Mobiliario,MESA CIRCULAR GRIS DE 1 M DE DIÁMETRO.,"['mesa', 'circular', 'gris', 'm', 'dimetro']"
Mobiliario,Mobiliario,PANTALLA FIJA DE 1.5 X 1.5 M MARCA BRETFORD,"['pantalla', 'fija', 'm', 'marca', 'bretford']"
Equipo,Equipo,POTENCIOMETRO MEDIDOR DE PH/MV/C MOD. 123 COM,"['potenciometro', 'medidor', 'phmvc', 'mod', 'com']"
Equipo,Equipo,RELEVADOR DE GAS,"['relevador', 'gas']"
Equipo,Equipo,BOMBA DE VACIO CONECTADA A LA ESTUFA DE VACIO,"['bomba', 'vacio', 'conectada', 'estufa', 'vacio']"
Mobiliario,Mobiliario,MESA CAFE 1.2 X .7 M,"['mesa', 'cafe', 'm']"
Equipo,Equipo,MESA COMBINADA METAL MADERA 60 X 240 CM,"['mesa', 'combinada', 'metal', 'madera', 'cm']"
Mobiliario,Mobiliario,MESA METÁLICA CON FORMAICA 20X40,"['mesa', 'metlica', 'formaica']"
Mobiliario,Mobiliario,ESCRITORIO METÁLICO- COLOR GRIS,"['escritorio', 'metlico', 'color', 'gris']"
Mobiliario,Mobiliario,Archivero con 3 cajones,"['archivero', 'cajones']"
Mobiliario,Mobiliario,Banco para laboratorio,"['banco', 'laboratorio']"
Equipo,Equipo,"COMPUTADORA 450 MHZ/64 MB 6 GB C/CD/MONITOR 15""/TECLADO/RATON","['computadora', 'mhz', 'mb', 'gb', 'ccdmonitor', 'tecladoraton']"
Equipo,Equipo,EQUIPO DE OSMOSIS INVERSA,"['equipo', 'osmosis', 'inversa']"
Equipo,Equipo,AMPLIFICADOR PARA CUARTO OSCURO,"['amplificador', 'cuarto', 'oscuro']"
Mobiliario,Mobiliario,MESA CIRCULAR PARA JUNTAS,"['mesa', 'circular', 'juntas']"
Equipo,Equipo,20 MHZ. MARCA: TEKTRONIX MODELO: 2205 SERIE: HK-58887,"['mhz', 'marca', 'tektronix', 'modelo', 'serie', 'hk']"
Equipo,Equipo,CPU ARMADO (SIN CARACTERÍSTICAS),"['cpu', 'armado', 'caractersticas']"
Equipo,Equipo,"CHUCK UNIVERSAL 3 MORDAZAS 12"" DIAMETRO","['chuck', 'universal', 'mordazas', 'diametro']"
Equipo,Equipo,Pinzas de punta grande,"['pinzas', 'punta', 'grande']"
Equipo,Equipo,"Juego de tarraja 12 piezas: 3/4,7/8,1,1/2,7/16,3/8,1/4"" dados rosca fina: 3/8,1/4,5/16,5/16","['juego', 'tarraja', 'piezas', 'dados', 'rosca', 'fina']"
Equipo,Equipo,Reactor de Plasma Fijo,"['reactor', 'plasma', 'fijo']"
Mobiliario,Mobiliario,BOCINAS MARCA CREATIVE MOD. SBS10,"['bocinas', 'marca', 'creative', 'mod', 'sbs']"
Mobiliario,Mobiliario,SILLA PARA VISITAS GRIS,"['silla', 'visitas', 'gris']"
Mobiliario,Mobiliario,VENTILADOR MITEK,"['ventilador', 'mitek']"
Equipo,Equipo,TELEFONO LINEA EXTERNA,"['telefono', 'linea', 'externa']"
Equipo,Equipo,20 MHZ. OSCILOSCOPIO BAJA (HK-55074)NO SIRVE,"['mhz', 'osciloscopio', 'baja', 'hkno', 'sirve']"
Equipo,Equipo,20 MHZ. OSCILOSCOPIO BAJA (1416A01805)NO SIRVE,"['mhz', 'osciloscopio', 'baja', 'ano', 'sirve']"
Equipo,Equipo,PROYECTOR PORTATIL,"['proyector', 'portatil']"
Equipo,Equipo,Aprietatuercas neumático,"['aprietatuercas', 'neumtico']"
Equipo,Equipo,SOPLETE PARA CORTE DE ACETILENO,"['soplete', 'corte', 'acetileno']"
Mobiliario,Mobiliario,SILLÓN PIEL NEGRO,"['silln', 'piel', 'negro']"
Mobiliario,Mobiliario,EXTINGUIDOR MARCA BADGER,"['extinguidor', 'marca', 'badger']"
Equipo,Equipo,HERRAMIENTA: JUEGO DE LLAVES ESPAÑOLAS,"['herramienta', 'juego', 'llaves', 'espaolas']"
Equipo,Equipo,PORTA-HERRAMIENTA,['portaherramienta']
Equipo,Equipo,MARCA: GENIUS MODELO 6M-04003P SERIE: S/N-PC2-,"['marca', 'genius', 'modelo', 'mp', 'serie', 'snpc']"
Equipo,Equipo,CARD READER PC CHIPS 12 EN 1 USB 2.0 EXTERNO,"['card', 'reader', 'pc', 'chips', 'usb', 'externo']"
Equipo,Equipo,consola de RMN,"['consola', 'rmn']"
Equipo,Equipo,Refinador Sprout Waldron (40Hp),"['refinador', 'sprout', 'waldron', 'hp']"
Equipo,Equipo,MICROMETRO DE EXTERIORES,"['micrometro', 'exteriores']"
Equipo,Equipo,ESCANER DE CAMA PLANA,"['escaner', 'cama', 'plana']"
Equipo,Equipo,Lap Top Toshiba Satelite  Celeron 600,"['lap', 'top', 'toshiba', 'satelite', 'celeron']"
Equipo,Equipo,Interfase Micrómetro digital y teclado,"['interfase', 'micrmetro', 'digital', 'teclado']"
Equipo,Equipo,Prensa para fabricación de aglomerado,"['prensa', 'fabricacin', 'aglomerado']"
Equipo,Equipo,placa de agitación calentamiento,"['placa', 'agitacin', 'calentamiento']"
Mobiliario,Mobiliario,ARCHIVERO DE METAL 4 GAVETAS,"['archivero', 'metal', 'gavetas']"
Equipo,Equipo,"X6/C61 COMPUTADORA COMPLETA IMAC, DVD, 192 MB RAM, DD 20 GB.","['xc', 'computadora', 'completa', 'imac', 'dvd', 'mb', 'ram', 'dd', 'gb']"
Equipo,Equipo,"CPU18 P-I FLOPPY 3 1/2"" CD-ROM 52X HD. 1.5 GBDONADA LAB. INSTRUMENTACION","['cpu', 'pi', 'floppy', 'cdrom', 'hd', 'gbdonada', 'lab', 'instrumentacion']"
Equipo,Equipo,TARJETA T2 MICROCONTROLADORA AVR,"['tarjeta', 't', 'microcontroladora', 'avr']"
Equipo,Equipo,VIDRIO DESMERILADO,"['vidrio', 'desmerilado']"
Mobiliario,Mobiliario,X4/E109 SILLA TUBULAR,"['xe', 'silla', 'tubular']"
Equipo,Equipo,MARCA: IBM  SERIE: 24TXDK9,"['marca', 'ibm', 'serie', 'txdk']"
Equipo,Equipo,MARCA: BK PRECISION MODELO: 552 SERIE 12500205  CMOS,"['marca', 'bk', 'precision', 'modelo', 'serie', 'cmos']"
Equipo,Equipo,X2/C1 TECLADO P/COMPUTADORA,"['xc', 'teclado', 'pcomputadora']"
Mobiliario,Mobiliario,"LIBRERO EXHIBIDOR DE MADERA,COLOR NOGAL CON 5 ENTREPAÑOS, DE 70CMS. X 229 CMS. PROVEEDOR: UNIV. DE G","['librero', 'exhibidor', 'maderacolor', 'nogal', 'entrepaos', 'cms', 'cms', 'proveedor', 'univ', 'g']"
Mobiliario,Mobiliario,ARCHIVERO DE METÁLICO 4 GAVETAS,"['archivero', 'metlico', 'gavetas']"
Equipo,Equipo,ANALIZADOR DE ESPECTRO ELECTRÓNICO,"['analizador', 'espectro', 'electrnico']"
Equipo,Equipo,"X5/C98 CPU,ULTRASPARC-5/10, 440 MHZ, 128 KB, SOLARIS 9, DD 20 GB","['xc', 'cpuultrasparc', 'mhz', 'kb', 'solaris', 'dd', 'gb']"
Equipo,Equipo,CUBICULO/C129 MONITOR DE COLOR,"['cubiculoc', 'monitor', 'color']"
Equipo,Equipo,REDES/C92 MOUSE MICROSOFT,"['redesc', 'mouse', 'microsoft']"
Equipo,Equipo,"X2/C37 COMPUTADORA COMPLETA PENTIUM 4, VELOCIDAD 1.60 GHZ, RAM 128 MB, DISCO DURO 40 GB, SO WIN 2000","['xc', 'computadora', 'completa', 'pentium', 'velocidad', 'ghz', 'ram', 'mb', 'disco', 'duro', 'gb', 'so', 'win']"
Equipo,Equipo,REDONDO MADERA   LAB. LINEALES,"['redondo', 'madera', 'lab', 'lineales']"
Equipo,Equipo,REDES/C63 C.P.U. PENTIUM,"['redesc', 'cpu', 'pentium']"
Equipo,Equipo,MONTADO,['montado']
Equipo,Equipo,PC03 LAB. AUTOMATIZACION,"['pc', 'lab', 'automatizacion']"
Equipo,Equipo,X1/C42 MOUSE MICROSOFT,"['xc', 'mouse', 'microsoft']"
Equipo,Equipo,PERFORADOR PEGASO P-800 PARA TRABAJO PESADO,"['perforador', 'pegaso', 'p', 'trabajo', 'pesado']"
Equipo,Equipo,"TECLADO,COLOR BLANCO","['tecladocolor', 'blanco']"
Equipo,Equipo,MONITOR LCD MARCA: VIEWSONIC MODELO VA702B SERIE: 17357-PC15-,"['monitor', 'lcd', 'marca', 'viewsonic', 'modelo', 'vab', 'serie', 'pc']"
Equipo,Equipo,PC18 AREA COMPUTADORAS   DESARMADA,"['pc', 'area', 'computadoras', 'desarmada']"
Equipo,Equipo,MILIAMPERIMETRO 0 - 20 MILIAMPERES,"['miliamperimetro', 'miliamperes']"
Mobiliario,Mobiliario,W4/E27 SILLA VINIL NEGRA,"['we', 'silla', 'vinil', 'negra']"
Mobiliario,Mobiliario,W4/E26 SILLA VINIL NEGRA,"['we', 'silla', 'vinil', 'negra']"
Mobiliario,Mobiliario,W4/E22 SILLA VINIL NEGRA,"['we', 'silla', 'vinil', 'negra']"
Equipo,Equipo,LABORATORIO DE REDES - ALMACEN. MOUSE MICROSOFT C114,"['laboratorio', 'redes', 'almacen', 'mouse', 'microsoft', 'c']"
Mobiliario,Mobiliario,CUBICULO/E11 LOCKER DE METAL,"['cubiculoe', 'locker', 'metal']"
Equipo,Equipo,MENISCO,['menisco']
Equipo,Equipo,MICROCONTROLADORES OFICINA DIGITALES SE DESCONOCE SI FUNCIONA,"['microcontroladores', 'oficina', 'digitales', 'se', 'desconoce', 'si', 'funciona']"
Equipo,Equipo,ANAQUEL METAL 1.80 X 0.90 MTS. 2 PUERTAS 4 REPISAS,"['anaquel', 'metal', 'mts', 'puertas', 'repisas']"
Equipo,Equipo,PANTALLA PARA PROYECCIÓN,"['pantalla', 'proyeccin']"
Mobiliario,Mobiliario,"MOUSE MARCA: IBM, MODELO 12J3618, S/N","['mouse', 'marca', 'ibm', 'modelo', 'j', 'sn']"
Equipo,Equipo,ARCHIVERO 2 CAJONES 72 X 47 CM.,"['archivero', 'cajones', 'cm']"
Equipo,Equipo,MEDIDOR 0 - 150 MILIAMPERES CON INDICADOR DE AGUJA,"['medidor', 'miliamperes', 'indicador', 'aguja']"
Equipo,Equipo,W4/C150 MONITOR DE COLOR,"['wc', 'monitor', 'color']"
Equipo,Equipo,RUTEADOR DE RED C5,"['ruteador', 'red', 'c']"
Equipo,Equipo,X4/C30 TECLADO P/COMPUTADORA,"['xc', 'teclado', 'pcomputadora']"
Mobiliario,Mobiliario,"SILLA TUBULAR GRIS, CON MADERA.","['silla', 'tubular', 'gris', 'madera']"
Equipo,Equipo,REDES/C58 MONITOR DE COLOR,"['redesc', 'monitor', 'color']"
Equipo,Equipo,CUBICULO/E5 PROYECTOR DE TRANSPARIENCIA,"['cubiculoe', 'proyector', 'transpariencia']"
Equipo,Equipo,X1/C19 TECLADO P/COMPUTADORA,"['xc', 'teclado', 'pcomputadora']"
Equipo,Equipo,INVESTIGACION CUBICULO 5,"['investigacion', 'cubiculo']"
Equipo,Equipo,LABORATORIO DE COMPUTO W3. REGULADOR DE CORRIENTE VOLTAJE E21,"['laboratorio', 'computo', 'w', 'regulador', 'corriente', 'voltaje', 'e']"
Mobiliario,Mobiliario,ENGRAPADORA,['engrapadora']
Equipo,Equipo,MONTURA ROTATORIA PARA POLARIZADOR,"['montura', 'rotatoria', 'polarizador']"
Equipo,Equipo,X4/C36 MONITOR DE COLOR,"['xc', 'monitor', 'color']"
Equipo,Equipo,150 X 90 CM. INVESTIGACION CUBICULO 4,"['cm', 'investigacion', 'cubiculo']"
Mobiliario,Mobiliario,X4/E162 SILLA TUBULAR,"['xe', 'silla', 'tubular']"
Mobiliario,Mobiliario,W2/E67 SILLA,"['we', 'silla']"
Mobiliario,Mobiliario,MESA COMBINADA MADERA Y METAL 1.60 X 70,"['mesa', 'combinada', 'madera', 'metal']"
Mobiliario,Mobiliario,W1/E197 SILLA TUBULAR,"['we', 'silla', 'tubular']"
Mobiliario,Mobiliario,DE BASURA DE PLASTICO,"['basura', 'plastico']"
Equipo,Equipo,MESA 60 X 90 CM.,"['mesa', 'cm']"
Equipo,Equipo,MESA 0 X 90 CM.,"['mesa', 'cm']"
Mobiliario,Mobiliario,"SILLA SECRETARIAL CON RODAJAS, CON CODERAS, TAPIZADA EN TELA","['silla', 'secretarial', 'rodajas', 'coderas', 'tapizada', 'tela']"
Equipo,Equipo,"COMPUTADORA PORTATIL PENTIUM III, 1.1GHZ, 256 MBRAM, DVD CD-RW DD 20GB, TARJETA RED, MALETIN Y CANDA","['computadora', 'portatil', 'pentium', 'iii', 'ghz', 'mbram', 'dvd', 'cdrw', 'dd', 'gb', 'tarjeta', 'red', 'maletin', 'canda']"
Equipo,Equipo,ARCHIVERO DE METAL 4 GAVETAS,"['archivero', 'metal', 'gavetas']"
Equipo,Equipo,OSCILOSCOPIO DOS CANALES 20 MHZ,"['osciloscopio', 'dos', 'canales', 'mhz']"
Mobiliario,Mobiliario,"SILLA TUBULAR NEGRO, TAPIZADA EN VINIL.","['silla', 'tubular', 'negro', 'tapizada', 'vinil']"
Equipo,Equipo,X18/C61 MOUSE MICROSOFT,"['xc', 'mouse', 'microsoft']"
Mobiliario,Mobiliario,CONJUNTO DIRECTIVO CON DOS CAJONES,"['conjunto', 'directivo', 'dos', 'cajones']"
Equipo,Equipo,"SWITCH DE 24 PTOS, C/V2STACK MATRIX V2 STACKING MODULE SERIE:04072289210D, C/V2H151-1M MATRIX V2 UPL","['switch', 'ptos', 'cvstack', 'matrix', 'v', 'stacking', 'module', 'seried', 'cvhm', 'matrix', 'v', 'upl']"
Equipo,Equipo,VIDEOCASETERA CON CONTROL REMOTO,"['videocasetera', 'control', 'remoto']"
Equipo,Equipo,TELÉFONO,['telfono']
Equipo,Equipo,CABLE,['cable']
Mobiliario,Mobiliario,SOFA DE DOS PLAZAS,"['sofa', 'dos', 'plazas']"
Equipo,Equipo,0X4D4F4E49544F522044452031352093,['xdfef']
Equipo,Equipo,"CPU CON MONITOR INTEGRADO 1.8 GHZ20 LCD 256 MB 80HD SUPERDRIVE, G5  Y DUAL 2","['cpu', 'monitor', 'integrado', 'ghz', 'lcd', 'mb', 'hd', 'superdrive', 'g', 'dual']"
Equipo,Equipo,CPU,['cpu']
Equipo,Equipo,FAXPHONE CANON16,"['faxphone', 'canon']"
Equipo,Equipo,"REGULADOR DE CORRIENTE, COLOR BEIGES","['regulador', 'corriente', 'color', 'beiges']"
Mobiliario,Mobiliario,REPISA DESLIZABLE DE ACERO INOXIDABLE,"['repisa', 'deslizable', 'acero', 'inoxidable']"
Mobiliario,Mobiliario,BANCA DE METAL,"['banca', 'metal']"
Equipo,Equipo,MOTO SOPLADORA,"['moto', 'sopladora']"
Mobiliario,Mobiliario,GABINETE CHICO DE METAL CON CERRADURA,"['gabinete', 'chico', 'metal', 'cerradura']"
Mobiliario,Mobiliario,SILLA FIJA COLOR MORADO,"['silla', 'fija', 'color', 'morado']"
Equipo,Equipo,DISCO DURO OPARA COMPUTADORA 120GB 7200 RPM,"['disco', 'duro', 'opara', 'computadora', 'gb', 'rpm']"
Mobiliario,Mobiliario,"LOCKERS MODELO DIPLOMATICO FRENTE 30CM, FONDO 50CM, ALTO 50 CM, ALTURA TOTAL 2.00 MTS., MODULO DE 12","['lockers', 'modelo', 'diplomatico', 'frente', 'cm', 'fondo', 'cm', 'alto', 'cm', 'altura', 'total', 'mts', 'modulo']"
Equipo,Equipo,RELOJ CHECADOR COLOR BEIGE,"['reloj', 'checador', 'color', 'beige']"
Mobiliario,Mobiliario,MESA CHICA DE METAL  CON MADERA,"['mesa', 'chica', 'metal', 'madera']"
Equipo,Equipo,ACCESS POINT BRIDGE WAVE LAN IEEE 802.11,"['access', 'point', 'bridge', 'wave', 'lan', 'ieee']"
Equipo,Equipo,CARGADOR DE RADIO,"['cargador', 'radio']"
Equipo,Equipo,CARGADOR DE PILAS DE PLASTICO COLOR NEGRO,"['cargador', 'pilas', 'plastico', 'color', 'negro']"
Mobiliario,Mobiliario,MODULOS DE TRABAJO PARA CUATRO PERSONAS CON CUBIERTA COLOR MADERA Y MAMPARAS COLOR AZUL CON DOS REPI,"['modulos', 'trabajo', 'cuatro', 'personas', 'cubierta', 'color', 'madera', 'mamparas', 'color', 'azul', 'dos', 'repi']"
Equipo,Equipo,COMPUTADORA PORTATIL CON UNIDAD EXTERNA DE 3 ½ Y ADAPTADOR M:PA2444U,"['computadora', 'portatil', 'unidad', 'externa', 'adaptador', 'mpau']"
Mobiliario,Mobiliario,MESA DE TRABAJO DE MANDERA,"['mesa', 'trabajo', 'mandera']"
Equipo,Equipo,IMPRESORA BUSINESS INKJET 1200,"['impresora', 'business', 'inkjet']"
Equipo,Equipo,VENTILADORES DE TECHO,"['ventiladores', 'techo']"
Equipo,Equipo,OLLA DE PRESION 20 LITROS,"['olla', 'presion', 'litros']"
Mobiliario,Mobiliario,CREDENZA DE MADERA CON 2 PUERTAS Y DOS ENTREPAÑOS COLOR MIEL,"['credenza', 'madera', 'puertas', 'dos', 'entrepaos', 'color', 'miel']"
Mobiliario,Mobiliario,PLANEROS METALICOS CON 5 CAJONES,"['planeros', 'metalicos', 'cajones']"
Mobiliario,Mobiliario,ESCRITORIO SECRETARIAL COLOR CAFÉ CLARO,"['escritorio', 'secretarial', 'color', 'caf', 'claro']"
Mobiliario,Mobiliario,"ESCRITORIO: INCLUYE PORTATECLADO, ARCHIVERO, CUBIERTA RECTANGULAR Y EN P, MAMPARA DE 1.40 X 1.20, PA","['escritorio', 'incluye', 'portateclado', 'archivero', 'cubierta', 'rectangular', 'p', 'mampara', 'pa']"
Equipo,Equipo,"CPU INTEL PENTIUM III 550MHZ, RAM DE 128MB Y DISCO DURO DE 8GB.","['cpu', 'intel', 'pentium', 'iii', 'mhz', 'ram', 'mb', 'disco', 'duro', 'gb']"
Equipo,Equipo,UNIDAD DE CINTA,"['unidad', 'cinta']"
Mobiliario,Mobiliario,SILLA DE VISITA BM651 4 PATAS SB DE TELA G10,"['silla', 'visita', 'bm', 'patas', 'sb', 'tela', 'g']"
Equipo,Equipo,MESA PARA COMPUTADORA CON PORTATECLADO,"['mesa', 'computadora', 'portateclado']"
Equipo,Equipo,ADAPTADOR TIPO FLOPY,"['adaptador', 'tipo', 'flopy']"
Equipo,Equipo,C.P.U. DEL 002 PIV3.00GH/256RAM/129GB 7200/DVD. TORRE BOCINAS WIN XP PRQ,"['cpu', 'pivghramgb', 'dvd', 'torre', 'bocinas', 'win', 'xp', 'prq']"
Equipo,Equipo,C.P.U. 002 PIV3.00GH/256RAM/129GB 7200/DVD. TORRE BOCINAS WIN XP PRQMICROFONO DE LUJO PERFECT,"['cpu', 'pivghramgb', 'dvd', 'torre', 'bocinas', 'win', 'xp', 'prqmicrofono', 'lujo', 'perfect']"
Mobiliario,Mobiliario,MESA PARA COMPUTADORA DOBLE PRESTAMO A MAESTRIA EN DESARROLLO SOCIAL (CHAYO),"['mesa', 'computadora', 'doble', 'prestamo', 'maestria', 'desarrollo', 'social', 'chayo']"
Equipo,Equipo,MOUSE ARTEC  LOTE/8 AULA DE COMPUTO PARA BAJA,"['mouse', 'artec', 'lote', 'aula', 'computo', 'baja']"
Mobiliario,Mobiliario,MESAS CENTRO DOCUMENTACIÓN,"['mesas', 'centro', 'documentacin']"
Mobiliario,Mobiliario,SILLA COLOR AZUL SALA MOISES L,"['silla', 'color', 'azul', 'sala', 'moises', 'l']"
Equipo,Equipo,MUEBLE ESPECIAL LINEA CLASICA COLOR NEGRO(MUEBLE SOBRE CREDENZA PARA CARPETAS),"['mueble', 'especial', 'linea', 'clasica', 'color', 'negromueble', 'sobre', 'credenza', 'carpetas']"
Mobiliario,Mobiliario,SILLA DE TELA COMBINADA CON METAL NEGRA,"['silla', 'tela', 'combinada', 'metal', 'negra']"
Equipo,Equipo,IMPRESORA  DESKJET   A COLOR,"['impresora', 'deskjet', 'color']"
Equipo,Equipo,COPACABANA VENTILADOR DE TECHO LOTE/7 OFNA. MTRA. RAQUEL,"['copacabana', 'ventilador', 'techo', 'lote', 'ofna', 'mtra', 'raquel']"
Equipo,Equipo,REGULADOR DE VOLTAJE COLOR BEIGE LOTE/6 NORMA,"['regulador', 'voltaje', 'color', 'beige', 'lote', 'norma']"
Mobiliario,Mobiliario,PHILIPS MOD. VR-407 SERIE 10110201144,"['philips', 'mod', 'vr', 'serie']"
Equipo,Equipo,LIBRERO DE MADERA CON 9 DIVISIONES,"['librero', 'madera', 'divisiones']"
Equipo,Equipo,SACAPUNTAS ELECTRICO DE 120V,"['sacapuntas', 'electrico', 'v']"
Equipo,Equipo,SILLA SECRETARIAL NEGRA CON RODAJAS CON BRAZOS,"['silla', 'secretarial', 'negra', 'rodajas', 'brazos']"
Mobiliario,Mobiliario,ESCRITORIO DE MADERA PARA COMPUTADORA,"['escritorio', 'madera', 'computadora']"
Mobiliario,Mobiliario,ASTA CON BANDERA DE LA ESCUELA DE TRABAJO SOCIAL (LOTE 1). SALA DE JUNTAS,"['asta', 'bandera', 'escuela', 'trabajo', 'social', 'lote', 'sala', 'juntas']"
Mobiliario,Mobiliario,MARCA VISOGRAF MOD. ORBITAL,"['marca', 'visograf', 'mod', 'orbital']"
